trans_id,lang,translation
寒川,ja,寒川
寒川,en,Samukawa
社家,ja,社家
社家,en,Shake
下溝,ja,下溝
下溝,en,Shimomizo
相武台下,ja,相武台下
相武台下,en,Sobudaishita
恵比寿,ja,恵比寿
恵比寿,en,Ebisu
板橋,ja,板橋
板橋,en,Itabashi
十条,ja,十条
十条,en,Jujo
北赤羽,ja,北赤羽
北赤羽,en,Kita-Akabane
北戸田,ja,北戸田
北戸田,en,Kita-Toda
北与野,ja,北与野
北与野,en,Kita-Yono
榎戸,ja,榎戸
榎戸,en,Enokido
南古谷,ja,南古谷
南古谷,en,Minami-Furuya
南与野,ja,南与野
南与野,en,Minami-Yono
飯倉,ja,飯倉
飯倉,en,Iigura
中浦和,ja,中浦和
中浦和,en,Naka-Urawa
西大宮,ja,西大宮
西大宮,en,Nishi-Omiya
日進,ja,日進
日進,en,Nisshin
大網,ja,大網
大網,en,Oami
浦賀,ja,浦賀
浦賀,en,Uraga
指扇,ja,指扇
指扇,en,Sashiogi
戸田公園,ja,戸田公園
戸田公園,en,Toda-Koen
戸田,ja,戸田
戸田,en,Toda
浮間舟渡,ja,浮間舟渡
浮間舟渡,en,Ukimafunado
与野本町,ja,与野本町
与野本町,en,Yono-Hommachi
松本,ja,松本
松本,en,Matsumoto
松尾,ja,松尾
松尾,en,Matsuo
東千葉,ja,東千葉
東千葉,en,Higashi-Chiba
戸塚,ja,戸塚
戸塚,en,Totsuka
東戸塚,ja,東戸塚
東戸塚,en,Higashi-Totsuka
保土ケ谷,ja,保土ケ谷
保土ケ谷,en,Hodogaya
西大井,ja,西大井
西大井,en,Nishi-Oi
新川崎,ja,新川崎
新川崎,en,Shin-Kawasaki
本納,ja,本納
本納,en,Honno
旭,ja,旭
旭,en,Asahi
干潟,ja,干潟
干潟,en,Higata
日向,ja,日向
日向,en,Hyuga
飯岡,ja,飯岡
飯岡,en,Iioka
倉橋,ja,倉橋
倉橋,en,Kurahashi
南酒々井,ja,南酒々井
南酒々井,en,Minami-Shisui
物井,ja,物井
物井,en,Monoi
成東,ja,成東
成東,en,Naruto
猿田,ja,猿田
猿田,en,Saruda
都賀,ja,都賀
都賀,en,Tsuga
八街,ja,八街
八街,en,Yachimata
八日市場,ja,八日市場
八日市場,en,Yokaichiba
横芝,ja,横芝
横芝,en,Yokoshiba
四街道,ja,四街道
四街道,en,Yotsukaido
馬喰町,ja,馬喰町
馬喰町,en,Bakurocho
安房天津,ja,安房天津
安房天津,en,Awa-Amatsu
新日本橋,ja,新日本橋
新日本橋,en,Shin-Nihombashi
安房鴨川,ja,安房鴨川
安房鴨川,en,Awa-Kamogawa
安房小湊,ja,安房小湊
安房小湊,en,Awa-Kominato
長者町,ja,長者町
長者町,en,Chojamachi
本千葉,ja,本千葉
本千葉,en,Hon-Chiba
誉田,ja,誉田
誉田,en,Honda
鎌取,ja,鎌取
鎌取,en,Kamatori
勝浦,ja,勝浦
勝浦,en,Katsuura
上総一ノ宮,ja,上総一ノ宮
上総一ノ宮,en,Kazusa-Ichinomiya
上総興津,ja,上総興津
上総興津,en,Kazusa-Okitsu
三門,ja,三門
三門,en,Mikado
茂原,ja,茂原
茂原,en,Mobara
永田,ja,永田
永田,en,Nagata
行川アイランド,ja,行川アイランド
行川アイランド,en,Namegawa Island
浪花,ja,浪花
浪花,en,Namihana
大原,ja,大原
大原,en,Ohara
御宿,ja,御宿
御宿,en,Onjuku
新茂原,ja,新茂原
新茂原,en,Shim-Mobara
太東,ja,太東
太東,en,Taito
土気,ja,土気
土気,en,Toke
東浪見,ja,東浪見
東浪見,en,Torami
鵜原,ja,鵜原
鵜原,en,Ubara
八積,ja,八積
八積,en,Yatsumi
会津若松,ja,会津若松
会津若松,en,Aizu-Wakamatsu
上尾,ja,上尾
上尾,en,Ageo
岡部,ja,岡部
岡部,en,Okabe
深谷,ja,深谷
深谷,en,Fukaya
吹上,ja,吹上
吹上,en,Fukiage
行田,ja,行田
行田,en,Gyoda
本庄,ja,本庄
本庄,en,Honjo
神保原,ja,神保原
神保原,en,Jimbohara
籠原,ja,籠原
籠原,en,Kagohara
北上尾,ja,北上尾
北上尾,en,Kita-Ageo
北鴻巣,ja,北鴻巣
北鴻巣,en,Kita-Konosu
北本,ja,北本
北本,en,Kitamoto
鴻巣,ja,鴻巣
鴻巣,en,Konosu
熊谷,ja,熊谷
熊谷,en,Kumagaya
宮原,ja,宮原
宮原,en,Miyahara
桶川,ja,桶川
桶川,en,Okegawa
尾久,ja,尾久
尾久,en,Oku
新町,ja,新町
新町,en,Shimmachi
郡山,ja,郡山
郡山,en,Koriyama
福俵,ja,福俵
福俵,en,Fukutawara
求名,ja,求名
求名,en,Gumyo
東金,ja,東金
東金,en,Togane
早川,ja,早川
早川,en,Hayakawa
平塚,ja,平塚
平塚,en,Hiratsuka
鴨宮,ja,鴨宮
鴨宮,en,Kamonomiya
国府津,ja,国府津
国府津,en,Kozu
真鶴,ja,真鶴
真鶴,en,Manazuru
根府川,ja,根府川
根府川,en,Nebukawa
二宮,ja,二宮
二宮,en,Ninomiya
大磯,ja,大磯
大磯,en,Oiso
湯河原,ja,湯河原
湯河原,en,Yugawara
辻堂,ja,辻堂
辻堂,en,Tsujido
安善,ja,安善
安善,en,Anzen
浅野,ja,浅野
浅野,en,Asano
弁天橋,ja,弁天橋
弁天橋,en,Bentembashi
国道,ja,国道
国道,en,Kokudo
武蔵白石,ja,武蔵白石
武蔵白石,en,Musashi-Shiraishi
扇町,ja,扇町
扇町,en,Ogimachi
昭和,ja,昭和
昭和,en,Showa
鶴見小野,ja,鶴見小野
鶴見小野,en,Tsurumiono
大川,ja,大川
大川,en,Okawa
新芝浦,ja,新芝浦
新芝浦,en,Shin-Shibaura
海芝浦,ja,海芝浦
海芝浦,en,Umi-Shibaura
姉ケ崎,ja,姉ケ崎
姉ケ崎,en,Anegasaki
青堀,ja,青堀
青堀,en,Aohori
安房勝山,ja,安房勝山
安房勝山,en,Awa-Katsuyama
千倉,ja,千倉
千倉,en,Chikura
千歳,ja,千歳
千歳,en,Chitose
江見,ja,江見
江見,en,Emi
太海,ja,太海
太海,en,Futomi
五井,ja,五井
五井,en,Goi
浜金谷,ja,浜金谷
浜金谷,en,Hama-Kanaya
浜野,ja,浜野
浜野,en,Hamano
保田,ja,保田
保田,en,Hota
岩井,ja,岩井
岩井,en,Iwai
巌根,ja,巌根
巌根,en,Iwane
上総湊,ja,上総湊
上総湊,en,Kazusa-Minato
君津,ja,君津
君津,en,Kimitsu
九重,ja,九重
九重,en,Kokonoe
南三原,ja,南三原
南三原,en,Minamihara
長浦,ja,長浦
長浦,en,Nagaura
那古船形,ja,那古船形
那古船形,en,Nakofunakata
大貫,ja,大貫
大貫,en,Onuki
佐貫町,ja,佐貫町
佐貫町,en,Sanukimachi
袖ケ浦,ja,袖ケ浦
袖ケ浦,en,Sodegaura
竹岡,ja,竹岡
竹岡,en,Takeoka
館山,ja,館山
館山,en,Tateyama
富浦,ja,富浦
富浦,en,Tomiura
和田浦,ja,和田浦
和田浦,en,Wadaura
八幡宿,ja,八幡宿
八幡宿,en,Yawatajuku
蓮田,ja,蓮田
蓮田,en,Hasuda
東大宮,ja,東大宮
東大宮,en,Higashi-Omiya
東鷲宮,ja,東鷲宮
東鷲宮,en,Higashi-Washinomiya
石橋,ja,石橋
石橋,en,Ishibashi
自治医大,ja,自治医大
自治医大,en,Jichiidai
蒲須坂,ja,蒲須坂
蒲須坂,en,Kamasusaka
片岡,ja,片岡
片岡,en,Kataoka
小金井,ja,小金井
小金井,en,Koganei
古河,ja,古河
古河,en,Koga
黒磯,ja,黒磯
黒磯,en,Kuroiso
間々田,ja,間々田
間々田,en,Mamada
那須塩原,ja,那須塩原
那須塩原,en,Nasushiobara
西那須野,ja,西那須野
西那須野,en,Nishi-Nasuno
野木,ja,野木
野木,en,Nogi
野崎,ja,野崎
野崎,en,Nozaki
岡本,ja,岡本
岡本,en,Okamoto
矢板,ja,矢板
矢板,en,Yaita
新白岡,ja,新白岡
新白岡,en,Shin-Shiraoka
白岡,ja,白岡
白岡,en,Shiraoka
雀宮,ja,雀宮
雀宮,en,Suzumenomiya
土呂,ja,土呂
土呂,en,Toro
氏家,ja,氏家
氏家,en,Ujiie
原宿,ja,原宿
原宿,en,Harajuku
駒込,ja,駒込
駒込,en,Komagome
目白,ja,目白
目白,en,Mejiro
大塚,ja,大塚
大塚,en,Otsuka
新大久保,ja,新大久保
新大久保,en,Shin-Okubo
巣鴨,ja,巣鴨
巣鴨,en,Sugamo
八王子みなみ野,ja,八王子みなみ野
八王子みなみ野,en,Hachiojiminamino
片倉,ja,片倉
片倉,en,Katakura
相原,ja,相原
相原,en,Aihara
淵野辺,ja,淵野辺
淵野辺,en,Fuchinobe
鴨居,ja,鴨居
鴨居,en,Kamoi
古淵,ja,古淵
古淵,en,Kobuchi
小机,ja,小机
小机,en,Kozukue
中山,ja,中山
中山,en,Nakayama
成瀬,ja,成瀬
成瀬,en,Naruse
大口,ja,大口
大口,en,Oguchi
相模原,ja,相模原
相模原,en,Sagamihara
新横浜,ja,新横浜
新横浜,en,Shin-Yokohama
十日市場,ja,十日市場
十日市場,en,Tokaichiba
矢部,ja,矢部
矢部,en,Yabe
東逗子,ja,東逗子
東逗子,en,Higashi-Zushi
押上,ja,押上
押上,en,Oshiage
鎌倉,ja,鎌倉
鎌倉,en,Kamakura
衣笠,ja,衣笠
衣笠,en,Kinugasa
北鎌倉,ja,北鎌倉
北鎌倉,en,Kita-Kamakura
久里浜,ja,久里浜
久里浜,en,Kurihama
西馬込,ja,西馬込
西馬込,en,Nishi-magome
田浦,ja,田浦
田浦,en,Taura
横須賀,ja,横須賀
横須賀,en,Yokosuka
逗子,ja,逗子
逗子,en,Zushi
荒川一中前,ja,荒川一中前
荒川一中前,en,Arakawa-itchumae
荒川七丁目,ja,荒川七丁目
荒川七丁目,en,Arakawa-nanachome
荒川二丁目,ja,荒川二丁目
荒川二丁目,en,Arakawa-nichome
荒川車庫前,ja,荒川車庫前
荒川車庫前,en,Arakawa-shakomae
荒川遊園地前,ja,荒川遊園地前
荒川遊園地前,en,Arakawa-yuenchimae
荒川区役所前,ja,荒川区役所前
荒川区役所前,en,Arakawakuyakushomae
飛鳥山,ja,飛鳥山
飛鳥山,en,Asukayama
学習院下,ja,学習院下
学習院下,en,Gakushuinshita
東池袋四丁目,ja,東池袋四丁目
東池袋四丁目,en,Higashi-ikebukuro-yonchome
東尾久三丁目,ja,東尾久三丁目
東尾久三丁目,en,Higashi-ogu-sanchome
梶原,ja,梶原
梶原,en,Kajiwara
鬼子母神前,ja,鬼子母神前
鬼子母神前,en,Kishibojimmae
庚申塚,ja,庚申塚
庚申塚,en,Koshinzuka
熊野前,ja,熊野前
熊野前,en,Kumanomae
町屋駅前,ja,町屋駅前
町屋駅前,en,Machiya-ekimae
町屋二丁目,ja,町屋二丁目
町屋二丁目,en,Machiya-nichome
三ノ輪橋,ja,三ノ輪橋
三ノ輪橋,en,Minowabashi
宮ノ前,ja,宮ノ前
宮ノ前,en,Miyanomae
向原,ja,向原
向原,en,Mukohara
西ヶ原四丁目,ja,西ヶ原四丁目
西ヶ原四丁目,en,Nishigahara-yonchome
小台,ja,小台
小台,en,Odai
王子駅前,ja,王子駅前
王子駅前,en,Oji-ekimae
面影橋,ja,面影橋
面影橋,en,Omokagebashi
大塚駅前,ja,大塚駅前
大塚駅前,en,Otsuka-ekimae
栄町,ja,栄町
栄町,en,Sakaecho
新庚申塚,ja,新庚申塚
新庚申塚,en,Shin-koshinzuka
巣鴨新田,ja,巣鴨新田
巣鴨新田,en,Sugamoshinden
滝野川一丁目,ja,滝野川一丁目
滝野川一丁目,en,Takinogawa-itchome
都電雑司ヶ谷,ja,都電雑司ヶ谷
都電雑司ヶ谷,en,Toden-zoshigaya
早稲田,ja,早稲田
早稲田,en,Waseda
大門,ja,大門
大門,en,Daimon
東銀座,ja,東銀座
東銀座,en,Higashi-ginza
東日本橋,ja,東日本橋
東日本橋,en,Higashi-nihombashi
本所吾妻橋,ja,本所吾妻橋
本所吾妻橋,en,Honjo-azumabashi
蔵前,ja,蔵前
蔵前,en,Kuramae
馬込,ja,馬込
馬込,en,Magome
三田,ja,三田
三田,en,Mita
日本橋,ja,日本橋
日本橋,en,Nihombashi
人形町,ja,人形町
人形町,en,Ningyocho
泉岳寺,ja,泉岳寺
泉岳寺,en,Sengakuji
高輪台,ja,高輪台
高輪台,en,Takanawadai
宝町,ja,宝町
宝町,en,Takaracho
戸越,ja,戸越
戸越,en,Togoshi
新逗子,ja,新逗子
新逗子,en,Shinzushi
白山,ja,白山
白山,en,Hakusan
蓮根,ja,蓮根
蓮根,en,Hasune
日比谷,ja,日比谷
日比谷,en,Hibiya
板橋区役所前,ja,板橋区役所前
板橋区役所前,en,Itabashi-kuyakushomae
板橋本町,ja,板橋本町
板橋本町,en,Itabashihoncho
神保町,ja,神保町
神保町,en,Jimbocho
御成門,ja,御成門
御成門,en,Onarimon
船堀,ja,船堀
船堀,en,Funabori
春日,ja,春日
春日,en,Kasuga
本蓮沼,ja,本蓮沼
本蓮沼,en,Motohasunuma
西巣鴨,ja,西巣鴨
西巣鴨,en,Nishi-sugamo
西高島平,ja,西高島平
西高島平,en,Nishi-takashimadaira
西台,ja,西台
西台,en,Nishidai
大手町,ja,大手町
大手町,en,Otemachi
千石,ja,千石
千石,en,Sengoku
芝公園,ja,芝公園
芝公園,en,Shibakoen
志村坂上,ja,志村坂上
志村坂上,en,Shimura-sakaue
志村三丁目,ja,志村三丁目
志村三丁目,en,Shimura-sanchome
新板橋,ja,新板橋
新板橋,en,Shin-itabashi
笹塚,ja,笹塚
笹塚,en,Sasazuka
新高島平,ja,新高島平
新高島平,en,Shin-takashimadaira
白金高輪,ja,白金高輪
白金高輪,en,Shirokane-takanawa
白金台,ja,白金台
白金台,en,Shirokanedai
高島平,ja,高島平
高島平,en,Takashimadaira
内幸町,ja,内幸町
内幸町,en,Uchisaiwaicho
足立小台,ja,足立小台
足立小台,en,Adachi-odai
赤土小学校前,ja,赤土小学校前
赤土小学校前,en,Akado-shogakkomae
江北,ja,江北
江北,en,Kohoku
高野,ja,高野
高野,en,Koya
見沼代親水公園,ja,見沼代親水公園
見沼代親水公園,en,Minumadai-shinsuikoen
西新井大師西,ja,西新井大師西
西新井大師西,en,Nishiaraidaishi-nishi
扇大橋,ja,扇大橋
扇大橋,en,Ogi-ohashi
舎人公園,ja,舎人公園
舎人公園,en,Toneri-koen
舎人,ja,舎人
舎人,en,Toneri
谷在家,ja,谷在家
谷在家,en,Yazaike
赤羽橋,ja,赤羽橋
赤羽橋,en,Akabanebashi
青山一丁目,ja,青山一丁目
青山一丁目,en,Aoyama-itchome
麻布十番,ja,麻布十番
麻布十番,en,Azabu-juban
東新宿,ja,東新宿
東新宿,en,Higashi-shinjuku
光が丘,ja,光が丘
光が丘,en,Hikarigaoka
本郷三丁目,ja,本郷三丁目
本郷三丁目,en,Hongo-sanchome
勝どき,ja,勝どき
勝どき,en,Kachidoki
調布,ja,調布
調布,en,Chofu
清澄白河,ja,清澄白河
清澄白河,en,Kiyosumi-shirakawa
国立競技場,ja,国立競技場
国立競技場,en,Kokuritsu-kyogijo
門前仲町,ja,門前仲町
門前仲町,en,Monzen-nakacho
森下,ja,森下
森下,en,Morishita
中野坂上,ja,中野坂上
中野坂上,en,Nakano-sakaue
練馬春日町,ja,練馬春日町
練馬春日町,en,Nerima-kasugacho
西新宿五丁目,ja,西新宿五丁目
西新宿五丁目,en,Nishi-shinjuku-gochome
落合南長崎,ja,落合南長崎
落合南長崎,en,Ochiai-minami-nagasaki
六本木,ja,六本木
六本木,en,Roppongi
新江古田,ja,新江古田
新江古田,en,Shin-egota
新御徒町,ja,新御徒町
新御徒町,en,Shin-okachimachi
新宿西口,ja,新宿西口
新宿西口,en,Shinjuku-nishiguchi
都庁前,ja,都庁前
都庁前,en,Tochomae
築地市場,ja,築地市場
築地市場,en,Tsukijishijo
月島,ja,月島
月島,en,Tsukishima
上野御徒町,ja,上野御徒町
上野御徒町,en,Ueno-okachimachi
牛込神楽坂,ja,牛込神楽坂
牛込神楽坂,en,Ushigome-kagurazaka
牛込柳町,ja,牛込柳町
牛込柳町,en,Ushigome-yanagicho
若松河田,ja,若松河田
若松河田,en,Wakamatsu-kawada
曙橋,ja,曙橋
曙橋,en,Akebonobashi
馬喰横山,ja,馬喰横山
馬喰横山,en,Bakuro-yokoyama
浜町,ja,浜町
浜町,en,Hamacho
東大島,ja,東大島
東大島,en,Higashi-ojima
市ヶ谷,ja,市ヶ谷
市ヶ谷,en,Ichigaya
一之江,ja,一之江
一之江,en,Ichinoe
岩本町,ja,岩本町
岩本町,en,Iwamotocho
菊川,ja,菊川
菊川,en,Kikukawa
九段下,ja,九段下
九段下,en,Kudanshita
瑞江,ja,瑞江
瑞江,en,Mizue
六浦,ja,六浦
六浦,en,Mutsuura
西大島,ja,西大島
西大島,en,Nishi-ojima
大島,ja,大島
大島,en,Ojima
新宿三丁目,ja,新宿三丁目
新宿三丁目,en,Shinjuku-sanchome
篠崎,ja,篠崎
篠崎,en,Shinozaki
住吉,ja,住吉
住吉,en,Sumiyoshi
赤坂,ja,赤坂
赤坂,en,Akasaka
霞ケ関,ja,霞ケ関
霞ケ関,en,Kasumigaseki
北綾瀬,ja,北綾瀬
北綾瀬,en,Kita-ayase
国会議事堂前,ja,国会議事堂前
国会議事堂前,en,Kokkai-gijidomae
明治神宮前〈原宿〉,ja,明治神宮前〈原宿〉
明治神宮前〈原宿〉,en,Meiji-jingumae
根津,ja,根津
根津,en,Nezu
二重橋前,ja,二重橋前
二重橋前,en,Nijubashimae
乃木坂,ja,乃木坂
乃木坂,en,Nogizaka
表参道,ja,表参道
表参道,en,Omote-sando
千駄木,ja,千駄木
千駄木,en,Sendagi
新御茶ノ水,ja,新御茶ノ水
新御茶ノ水,en,Shin-ochanomizu
代々木公園,ja,代々木公園
代々木公園,en,Yoyogi-koen
湯島,ja,湯島
湯島,en,Yushima
地下鉄赤塚,ja,地下鉄赤塚
地下鉄赤塚,en,Chikatetsu-akatsuka
地下鉄成増,ja,地下鉄成増
地下鉄成増,en,Chikatetsu-narimasu
平和台,ja,平和台
平和台,en,Heiwadai
氷川台,ja,氷川台
氷川台,en,Hikawadai
要町,ja,要町
要町,en,Kanamecho
北参道,ja,北参道
北参道,en,Kita-sando
西早稲田,ja,西早稲田
西早稲田,en,Nishi-waseda
千川,ja,千川
千川,en,Senkawa
雑司が谷,ja,雑司が谷
雑司が谷,en,Zoshigaya
赤坂見附,ja,赤坂見附
赤坂見附,en,Akasaka-mitsuke
外苑前,ja,外苑前
外苑前,en,Gaiemmae
銀座,ja,銀座
銀座,en,Ginza
稲荷町,ja,稲荷町
稲荷町,en,Inaricho
京橋,ja,京橋
京橋,en,Kyobashi
三越前,ja,三越前
三越前,en,Mitsukoshimae
末広町,ja,末広町
末広町,en,Suehirocho
溜池山王,ja,溜池山王
溜池山王,en,Tameike-sanno
田原町,ja,田原町
田原町,en,Tawaramachi
虎ノ門,ja,虎ノ門
虎ノ門,en,Toranomon
上野広小路,ja,上野広小路
上野広小路,en,Ueno-hirokoji
半蔵門,ja,半蔵門
半蔵門,en,Hanzomon
押上〈スカイツリー前〉,ja,押上〈スカイツリー前〉
押上〈スカイツリー前〉,en,Oshiage
永田町,ja,永田町
永田町,en,Nagatacho
水天宮前,ja,水天宮前
水天宮前,en,Suitengumae
広尾,ja,広尾
広尾,en,Hiro-o
神谷町,ja,神谷町
神谷町,en,Kamiyacho
茅場町,ja,茅場町
茅場町,en,Kayabacho
小伝馬町,ja,小伝馬町
小伝馬町,en,Kodemmacho
三ノ輪,ja,三ノ輪
三ノ輪,en,Minowa
仲御徒町,ja,仲御徒町
仲御徒町,en,Naka-okachimachi
築地,ja,築地
築地,en,Tsukiji
淡路町,ja,淡路町
淡路町,en,Awajicho
東高円寺,ja,東高円寺
東高円寺,en,Higashi-koenji
葛西,ja,葛西
葛西,en,Kasai
後楽園,ja,後楽園
後楽園,en,Korakuen
南阿佐ケ谷,ja,南阿佐ケ谷
南阿佐ケ谷,en,Minami-asagaya
茗荷谷,ja,茗荷谷
茗荷谷,en,Myogadani
西新宿,ja,西新宿
西新宿,en,Nishi-shinjuku
新高円寺,ja,新高円寺
新高円寺,en,Shin-koenji
新中野,ja,新中野
新中野,en,Shin-nakano
新大塚,ja,新大塚
新大塚,en,Shin-otsuka
新宿御苑前,ja,新宿御苑前
新宿御苑前,en,Shinjuku-gyoemmae
中野新橋,ja,中野新橋
中野新橋,en,Nakano-shimbashi
四谷三丁目,ja,四谷三丁目
四谷三丁目,en,Yotsuya-sanchome
方南町,ja,方南町
方南町,en,Honancho
中野富士見町,ja,中野富士見町
中野富士見町,en,Nakano-fujimicho
赤羽岩淵,ja,赤羽岩淵
赤羽岩淵,en,Akabane-iwabuchi
本駒込,ja,本駒込
本駒込,en,Hon-komagome
西ケ原,ja,西ケ原
西ケ原,en,Nishigahara
王子神谷,ja,王子神谷
王子神谷,en,Oji-kamiya
六本木一丁目,ja,六本木一丁目
六本木一丁目,en,Roppongi-itchome
志茂,ja,志茂
志茂,en,Shimo
東大前,ja,東大前
東大前,en,Todaimae
原木中山,ja,原木中山
原木中山,en,Baraki-nakayama
行徳,ja,行徳
行徳,en,Gyotoku
神楽坂,ja,神楽坂
神楽坂,en,Kagurazaka
木場,ja,木場
木場,en,Kiba
南行徳,ja,南行徳
南行徳,en,Minami-gyotoku
南砂町,ja,南砂町
南砂町,en,Minami-sunamachi
妙典,ja,妙典
妙典,en,Myoden
西葛西,ja,西葛西
西葛西,en,Nishi-kasai
落合,ja,落合
落合,en,Ochiai
竹橋,ja,竹橋
竹橋,en,Takebashi
東陽町,ja,東陽町
東陽町,en,Toyocho
浦安,ja,浦安
浦安,en,Urayasu
江戸川橋,ja,江戸川橋
江戸川橋,en,Edogawabashi
銀座一丁目,ja,銀座一丁目
銀座一丁目,en,Ginza-itchome
護国寺,ja,護国寺
護国寺,en,Gokokuji
東池袋,ja,東池袋
東池袋,en,Higashi-ikebukuro
麴町,ja,麴町
麴町,en,Kojimachi
桜田門,ja,桜田門
桜田門,en,Sakuradamon
新富町,ja,新富町
新富町,en,Shintomicho
辰巳,ja,辰巳
辰巳,en,Tatsumi
穴守稲荷,ja,穴守稲荷
穴守稲荷,en,Anamori-inari
羽田空港国内線ターミナル,ja,羽田空港国内線ターミナル
羽田空港国内線ターミナル,en,Haneda Airport Domestic Terminal
羽田空港国際線ターミナル,ja,羽田空港国際線ターミナル
羽田空港国際線ターミナル,en,Haneda Airport International Terminal
京急蒲田,ja,京急蒲田
京急蒲田,en,Keikyu-kamata
糀谷,ja,糀谷
糀谷,en,Kojiya
大鳥居,ja,大鳥居
大鳥居,en,Otorii
天空橋,ja,天空橋
天空橋,en,Tenkubashi
東門前,ja,東門前
東門前,en,Higashimonzen
川崎大師,ja,川崎大師
川崎大師,en,Kawasakidaishi
京急川崎,ja,京急川崎
京急川崎,en,Keikyu-kawasaki
小島新田,ja,小島新田
小島新田,en,Kojimashinden
港町,ja,港町
港町,en,Minatocho
産業道路,ja,産業道路
産業道路,en,Sangyodoro
鈴木町,ja,鈴木町
鈴木町,en,Suzukicho
堀ノ内,ja,堀ノ内
堀ノ内,en,Horinouchi
京急久里浜,ja,京急久里浜
京急久里浜,en,Keikyu-kurihama
京急長沢,ja,京急長沢
京急長沢,en,Keikyu-nagasawa
北久里浜,ja,北久里浜
北久里浜,en,Kitakurihama
三崎口,ja,三崎口
三崎口,en,Misakiguchi
三浦海岸,ja,三浦海岸
三浦海岸,en,Miurakaigan
新大津,ja,新大津
新大津,en,Shinotsu
津久井浜,ja,津久井浜
津久井浜,en,Tsukuihama
YRP野比,ja,YRP野比
YRP野比,en,YRP Nobi
安針塚,ja,安針塚
安針塚,en,Anjinzuka
青物横丁,ja,青物横丁
青物横丁,en,Aomono-yokocho
屏風浦,ja,屏風浦
屏風浦,en,Byobugaura
弘明寺,ja,弘明寺
弘明寺,en,Gumyoji
平和島,ja,平和島
平和島,en,Heiwajima
逸見,ja,逸見
逸見,en,Hemi
日ノ出町,ja,日ノ出町
日ノ出町,en,Hinodecho
井土ヶ谷,ja,井土ヶ谷
井土ヶ谷,en,Idogaya
花月園前,ja,花月園前
花月園前,en,Kagetsuen-mae
上大岡,ja,上大岡
上大岡,en,Kamiooka
神奈川新町,ja,神奈川新町
神奈川新町,en,Kanagawa-shimmachi
神奈川,ja,神奈川
神奈川,en,Kanagawa
金沢文庫,ja,金沢文庫
金沢文庫,en,Kanazawa-bunko
金沢八景,ja,金沢八景
金沢八景,en,Kanazawa-hakkei
生麦,ja,生麦
生麦,en,Namamugi
能見台,ja,能見台
能見台,en,Nokendai
京急大津,ja,京急大津
京急大津,en,Keikyu-otsu
京急新子安,ja,京急新子安
京急新子安,en,Keikyu-shinkoyasu
京急田浦,ja,京急田浦
京急田浦,en,Keikyu-taura
京急富岡,ja,京急富岡
京急富岡,en,Keikyu-tomioka
京急鶴見,ja,京急鶴見
京急鶴見,en,Keikyu-tsurumi
県立大学,ja,県立大学
県立大学,en,Kenritsudaigaku
北品川,ja,北品川
北品川,en,Kitashinagawa
黄金町,ja,黄金町
黄金町,en,Koganecho
子安,ja,子安
子安,en,Koyasu
馬堀海岸,ja,馬堀海岸
馬堀海岸,en,Maborikaigan
南太田,ja,南太田
南太田,en,Minamiota
仲木戸,ja,仲木戸
仲木戸,en,Nakakido
大森海岸,ja,大森海岸
大森海岸,en,Omorikaigan
大森町,ja,大森町
大森町,en,Omorimachi
追浜,ja,追浜
追浜,en,Oppama
六郷土手,ja,六郷土手
六郷土手,en,Rokugodote
鮫洲,ja,鮫洲
鮫洲,en,Samezu
新馬場,ja,新馬場
新馬場,en,Shimbamba
汐入,ja,汐入
汐入,en,Shioiri
杉田,ja,杉田
杉田,en,Sugita
立会川,ja,立会川
立会川,en,Tachiaigawa
戸部,ja,戸部
戸部,en,Tobe
鶴見市場,ja,鶴見市場
鶴見市場,en,Tsurumi-ichiba
梅屋敷,ja,梅屋敷
梅屋敷,en,Umeyashiki
横須賀中央,ja,横須賀中央
横須賀中央,en,Yokosuka-chuo
雑色,ja,雑色
雑色,en,Zoshiki
神武寺,ja,神武寺
神武寺,en,Jimmuji
高幡不動,ja,高幡不動
高幡不動,en,Takahatafudo
多摩動物公園,ja,多摩動物公園
多摩動物公園,en,Tama-dobutsukoen
永福町,ja,永福町
永福町,en,Eifukucho
富士見ヶ丘,ja,富士見ヶ丘
富士見ヶ丘,en,Fujimigaoka
浜田山,ja,浜田山
浜田山,en,Hamadayama
東松原,ja,東松原
東松原,en,Higashi-matsubara
池ノ上,ja,池ノ上
池ノ上,en,Ikenoue
井の頭公園,ja,井の頭公園
井の頭公園,en,Inokashira-koen
駒場東大前,ja,駒場東大前
駒場東大前,en,Komaba-todaimae
久我山,ja,久我山
久我山,en,Kugayama
明大前,ja,明大前
明大前,en,Meidaimae
三鷹台,ja,三鷹台
三鷹台,en,Mitakadai
西永福,ja,西永福
西永福,en,Nishi-eifuku
新代田,ja,新代田
新代田,en,Shindaita
神泉,ja,神泉
神泉,en,Shinsen
高井戸,ja,高井戸
高井戸,en,Takaido
府中競馬正門前,ja,府中競馬正門前
府中競馬正門前,en,Fuchukeiba-seimommae
東府中,ja,東府中
東府中,en,Higashi-fuchu
千歳烏山,ja,千歳烏山
千歳烏山,en,Chitose-karasuyama
代田橋,ja,代田橋
代田橋,en,Daitabashi
府中,ja,府中
府中,en,Fuchu
布田,ja,布田
布田,en,Fuda
八幡山,ja,八幡山
八幡山,en,Hachiman-yama
平山城址公園,ja,平山城址公園
